 Num spins       Tempreature         MC cycles       Mean energy      Mean abs mag          Mean mag        Energy var      Mean abs var          Heat cap          Mag susc        Acc states
        40         2.0000000           1000000        -1.7455274        0.91105605     0.00013253000         2.9491346         1.1278863        0.73728365        0.56394317         126605055
        40         2.0100000           1000000        -1.7378427        0.90756457     4.1382500E-05         3.0357845        0.98833083        0.75141320        0.49170688         130821642
        40         2.0200000           1000000        -1.7303266        0.90392432    -0.00011296500         3.1776267         1.2424784        0.77875373        0.61508833         134974188
        40         2.0300000           1000000        -1.7227869        0.90044482    -0.00023781375         3.2735257         1.2190315        0.79437154        0.60050814         139169308
        40         2.0400000           1000000        -1.7148515        0.89652158        0.89651215         3.4053686         1.4217182        0.81828349        0.69692068         143613632
        40         2.0500000           1000000        -1.7068065        0.89235000        0.89231542         3.5466620         1.6835477        0.84394098        0.82124280         148116094
        40         2.0600000           1000000        -1.6981691        0.88798320        0.88798309         3.6877762         1.7336742        0.86902069        0.84158941         152980095
        40         2.0700000           1000000        -1.6898913        0.88404274       -0.88404251         3.7685589         1.4984656        0.87949751        0.72389640         157647637
        40         2.0800000           1000000        -1.6805293        0.87816830    -0.00027610625         3.9924936         2.8227011        0.92282120         1.3570678         162939745
        40         2.0900000           1000000        -1.6717185        0.87426556       -0.87426122         4.0943416         1.9720345        0.93732781        0.94355716         167899243
        40         2.1000000           1000000        -1.6619288        0.86861943        0.86861939         4.2903716         2.1509832        0.97287337         1.0242777         173493537
        40         2.1100000           1000000        -1.6523266        0.86206515       -0.86198499         4.4989521         3.7083762         1.0105236         1.7575243         178989242
        40         2.1200000           1000000        -1.6426822        0.85715109       -0.85715065         4.6421633         2.7807782         1.0328772         1.3116878         184516314
        40         2.1300000           1000000        -1.6314296        0.84973128    -2.5007500E-05         4.8768146         3.3771678         1.0749222         1.5855248         190969943
        40         2.1400000           1000000        -1.6203289        0.84249154       -0.84249131         5.0710991         3.5990884         1.1073236         1.6818170         197375174
        40         2.1500000           1000000        -1.6097353        0.83553844        0.83553049         5.3356907         4.2095600         1.1542868         1.9579349         203544431
        40         2.1600000           1000000        -1.5985039        0.82805463    -9.7226250E-05         5.5271819         4.3355939         1.1846669         2.0072194         210112906
        40         2.1700000           1000000        -1.5866572        0.81961484       -0.81961470         5.7323195         5.0254246         1.2173373         2.3158639         216988200
        40         2.1800000           1000000        -1.5732145        0.80724433        0.16319569         6.2144959         7.6470865         1.3076542         3.5078378         224842515
        40         2.1900000           1000000        -1.5603630        0.79772768        0.77259484         6.4610378         7.9990782         1.3471441         3.6525471         232396395
        40         2.2000000           1000000        -1.5460216        0.78282627        0.19512601         6.9582861         12.222392         1.4376624         5.5556327         240838306
        40         2.2100000           1000000        -1.5318196        0.77045421        0.14498511         7.2001214         12.727272         1.4741961         5.7589466         249253586
        40         2.2200000           1000000        -1.5167274        0.75460132        0.15825291         7.7294450         16.358122         1.5683477         7.3685236         258205763
        40         2.2300000           1000000        -1.5001825        0.73458172       0.068747555         8.3001932         21.916375         1.6690851         9.8279708         268009318
        40         2.2400000           1000000        -1.4839212        0.71502703      -0.019181091         8.7165350         26.436261         1.7371921         11.801902         277714678
        40         2.2500000           1000000        -1.4654010        0.68861735        0.10331127         9.3170500         34.392212         1.8404049         15.285428         288766375
        40         2.2600000           1000000        -1.4492001        0.66966402       0.084870881         9.5672234         36.438285         1.8731348         16.123135         298531792
        40         2.2700000           1000000        -1.4281506        0.63419437       0.043053354         10.027485         46.995993         1.9459887         20.703081         311165818
        40         2.2800000           1000000        -1.4101256        0.60646886       0.035500329         10.313372         52.403671         1.9839512         22.984066         322110295
