 Num spins       Tempreature         MC cycles       Mean energy      Mean abs mag          Mean mag        Energy var      Mean abs var          Heat cap          Mag susc        Acc states
        20         2.4000000                 2        -1.9200000        0.97750000        0.97750000       0.040000000      0.0025000000      0.0069444444      0.0010416667                49
        20         2.4000000               100        -1.2002000        0.42810000        0.41980000         15.392784         22.536756         2.6723583         9.3903150             11291
        20         2.4000000               200        -1.1834500        0.40632500        0.14967500         9.7738390         18.476748         1.6968470         7.6986449             23038
        20         2.4000000               300        -1.2129333        0.44085000       0.013583333         11.274692         24.037078         1.9574117         10.015449             33175
        20         2.4000000               400        -1.2242000        0.46877500       0.018375000         10.243344         21.302400         1.7783583         8.8759999             43824
        20         2.4000000               500        -1.2399200        0.48771000     -0.0087300000         10.147677         19.895682         1.7617496         8.2898676             53822
        20         2.4000000               600        -1.2348333        0.48777500      0.0016083333         9.3578556         17.273836         1.6246277         7.1974318             65006
        20         2.4000000               700        -1.2638429        0.52642143      0.0073357143         10.913807         18.762863         1.8947582         7.8178597             72814
        20         2.4000000               800        -1.2700000        0.53336875     0.00048125000         10.319100         17.646798         1.7915104         7.3528325             82522
        20         2.4000000               900        -1.2630667        0.52116111      -0.028550000         10.153927         18.971761         1.7628346         7.9049003             93757
        20         2.4000000              1000        -1.2590100        0.52106500      -0.077715000         10.300208         18.143816         1.7882305         7.5599235            104942
        20         2.4000000              1100        -1.2646273        0.53055455       -0.12750909         9.9555444         17.588477         1.7283931         7.3285321            114719
        20         2.4000000              1200        -1.2713667        0.54109167       -0.17163333         10.208320         18.034557         1.7722777         7.5143986            123771
        20         2.4000000              1300        -1.2706385        0.53203462       -0.19096538         10.401098         20.205398         1.8057463         8.4189158            134309
        20         2.4000000              1400        -1.2696143        0.52347143       -0.20383571         10.380055         22.187694         1.8020928         9.2448725            144862
        20         2.4000000              1500        -1.2698200        0.51791333       -0.21944000         10.583214         23.590578         1.8373635         9.8294076            155169
        20         2.4000000              1600        -1.2716063        0.51396562       -0.23412813         10.476143         24.166641         1.8187748         10.069434            165095
        20         2.4000000              1700        -1.2685118        0.50739118       -0.23565000         10.167232         24.183072         1.7651444         10.076280            176100
        20         2.4000000              1800        -1.2665056        0.50531389       -0.22424722         9.8848711         23.251788         1.7161235         9.6882452            187183
        20         2.4000000              1900        -1.2635579        0.49908947       -0.22453158         9.6959471         23.158942         1.6833241         9.6495592            198333
        20         2.4000000              2000        -1.2603450        0.49543250       -0.21973250         9.5082124         22.613850         1.6507313         9.4224376            209571
        20         2.4000000              2100        -1.2589476        0.49506190       -0.21348571         9.2455189         21.838846         1.6051248         9.0995192            220388
