 Num spins       Tempreature         MC cycles       Mean energy      Mean abs mag          Mean mag        Energy var      Mean abs var          Heat cap          Mag susc        Acc states
        20         2.0000000           1000000        -1.7453381        0.91117191    -3.0700000E-05         2.8998092        0.79981335        0.72495231        0.39990668          31671643
        20         2.0100000           1000000        -1.7383353        0.90813127     0.00015217500         2.9963184        0.81632552        0.74164462        0.40613210          32642517
        20         2.0200000           1000000        -1.7305940        0.90439635        0.90439632         3.1204619        0.90621998        0.76474412        0.44862375          33708205
        20         2.0300000           1000000        -1.7230494        0.90091571        0.90090710         3.2172161        0.96626567        0.78070715        0.47599294          34747102
        20         2.0400000           1000000        -1.7144699        0.89648808    -0.00028155500         3.3631081         1.0929577        0.80812862        0.53576355          35946458
        20         2.0500000           1000000        -1.7059632        0.89187032      -0.022469370         3.5325691         1.2937503        0.84058754        0.63109771          37137030
        20         2.0600000           1000000        -1.6982865        0.88824029        0.88820335         3.6419366         1.3311909        0.85821862        0.64620919          38233573
        20         2.0700000           1000000        -1.6895655        0.88397797        0.59304326         3.7634083         1.4480400        0.87829548        0.69953621          39452570
        20         2.0800000           1000000        -1.6804778        0.87925452       -0.87924218         3.9127876         1.5733602        0.90439802        0.75642318          40715182
        20         2.0900000           1000000        -1.6715548        0.87395557        0.56769846         4.0866490         1.8342150        0.93556673        0.87761482          42006262
        20         2.1000000           1000000        -1.6622253        0.86908728        0.23164662         4.2248464         1.9070745        0.95801505        0.90813072          43330331
        20         2.1100000           1000000        -1.6525355        0.86266001     -0.0010558100         4.4393422         2.3143180        0.99713444         1.0968332          44731937
        20         2.1200000           1000000        -1.6419455        0.85615460       -0.24656705         4.6308371         2.7073763         1.0303571         1.2770643          46234738
        20         2.1300000           1000000        -1.6313176        0.85012155        0.27773038         4.8265880         2.7598281         1.0638515         1.2956939          47747583
        20         2.1400000           1000000        -1.6201923        0.84214701       -0.13364308         5.0545756         3.4469856         1.1037155         1.6107409          49357511
        20         2.1500000           1000000        -1.6100094        0.83612603       -0.10360811         5.2068935         3.5708705         1.1264237         1.6608700          50857448
        20         2.1600000           1000000        -1.5993745        0.82994540       0.024099415         5.3586415         3.7078752         1.1485428         1.7166089          52388113
        20         2.1700000           1000000        -1.5853498        0.81850446       -0.11610525         5.7337437         4.6362304         1.2176397         2.1365117          54428599
        20         2.1800000           1000000        -1.5737607        0.80994264     -0.0018869100         5.9797718         5.2787466         1.2582636         2.4214434          56128873
        20         2.1900000           1000000        -1.5597811        0.79783136       0.016408080         6.3152207         6.3930350         1.3167408         2.9191941          58194157
        20         2.2000000           1000000        -1.5489429        0.79102501        0.16769415         6.4431070         6.5016130         1.3312205         2.9552786          59790308
        20         2.2100000           1000000        -1.5340306        0.77737944      -0.064153960         6.7847375         7.6804298         1.3891479         3.4753076          62005952
        20         2.2200000           1000000        -1.5206077        0.76725707      -0.013065760         7.0058001         8.0683125         1.4215161         3.6343750          63994261
        20         2.2300000           1000000        -1.5062457        0.75380629       0.053898230         7.2934410         9.2375972         1.4666374         4.1424203          66144113
        20         2.2400000           1000000        -1.4907862        0.73858410     -0.0012570550         7.5912659         10.680868         1.5129277         4.7682447          68436540
        20         2.2500000           1000000        -1.4752066        0.72415490      -0.013715890         7.8379063         11.565889         1.5482284         5.1403951          70763086
        20         2.2600000           1000000        -1.4594478        0.70752747       -0.12785265         8.1355197         13.069304         1.5928263         5.7828780          73151829
        20         2.2700000           1000000        -1.4436657        0.69181364       0.081489245         8.2666445         13.917516         1.6042703         6.1310642          75546347
        20         2.2800000           1000000        -1.4292696        0.67812688      -0.025153605         8.4885981         14.731120         1.6329252         6.4610177          77732192
        20         2.2900000           1000000        -1.4095114        0.65389737      -0.055786820         8.7051480         16.663907         1.6599889         7.2768155          80727832
        20         2.3000000           1000000        -1.3942381        0.63838631       0.014726260         8.9009445         17.493625         1.6825982         7.6059241          83078962
        20         2.3100000           1000000        -1.3793497        0.62274834       0.020333010         8.8851513         18.120424         1.6651021         7.8443396          85381062
        20         2.3200000           1000000        -1.3611630        0.60114789      -0.010700635         8.9406081         19.145032         1.6610821         8.2521688          88158429
        20         2.3300000           1000000        -1.3454867        0.58406615      -0.039485960         8.9169288         19.547683         1.6424927         8.3895637          90596454
        20         2.3400000           1000000        -1.3278450        0.56243385     -0.0084143950         8.9734708         20.453524         1.6388105         8.7408221          93332592
        20         2.3500000           1000000        -1.3113102        0.54086917      -0.016873685         8.8240213         21.178567         1.5978309         9.0121560          95936942
        20         2.3600000           1000000        -1.2934481        0.51906115      -0.017143005         8.7101024         21.307848         1.5638650         9.0287492          98695998
        20         2.3700000           1000000        -1.2798068        0.50448017       0.047987855         8.5863695         21.354773         1.5286670         9.0104527         100878434
        20         2.3800000           1000000        -1.2663669        0.48882407       0.027248600         8.4988150         21.484784         1.5003910         9.0272200         103032966
        20         2.3900000           1000000        -1.2506610        0.46991387      0.0018800150         8.2776176         21.331350         1.4491374         8.9252510         105525562
        20         2.4000000           1000000        -1.2376149        0.45504383       0.014424920         8.1232498         21.203068         1.4102864         8.8346117         107629250
        20         2.4100000           1000000        -1.2221887        0.43594601    -0.00075878500         7.8435388         20.915669         1.3504483         8.6787007         110128027
