 Num spins       Tempreature         MC cycles       Mean energy      Mean abs mag          Mean mag        Energy var      Mean abs var          Heat cap          Mag susc        Acc states
        20         1.0000000                 2       -0.71500000        0.10000000       0.020000000        0.49000000        0.16000000        0.49000000        0.16000000               422
        20         1.0000000               100        -1.6869000        0.47885000        0.21145000         19.582956         32.296371         19.582956         32.296371              3359
        20         1.0000000               200        -1.7783500        0.57905000        0.26555000         16.331511         40.727439         16.331511         40.727439              4323
        20         1.0000000               300        -1.8114333        0.62561667        0.27065000         13.729712         39.576281         13.729712         39.576281              5150
        20         1.0000000               400        -1.8269250        0.64343750        0.27853750         12.111318         39.821248         12.111318         39.821248              6039
        20         1.0000000               500        -1.8369000        0.64799000        0.28955000         11.054956         40.888284         11.054956         40.888284              6839
        20         1.0000000               600        -1.8431500        0.64927500        0.29864167         10.338098         42.073640         10.338098         42.073640              7699
        20         1.0000000               700        -1.8472143        0.63718571        0.31815714         9.8105531         47.321975         9.8105531         47.321975              8690
        20         1.0000000               800        -1.8504375        0.62288125        0.33866875         9.4108734         53.400667         9.4108734         53.400667              9539
        20         1.0000000               900        -1.8525667        0.61568889        0.36106667         9.1308316         56.448899         9.1308316         56.448899             10524
        20         1.0000000              1000        -1.8545100        0.61608000        0.38692000         8.8658240         56.593553         8.8658240         56.593553             11458
        20         1.0000000              1100        -1.8568545        0.62299091        0.41466364         8.5694243         55.135204         8.5694243         55.135204             12176
        20         1.0000000              1200        -1.8585417        0.63021250        0.43924583         8.3745160         53.623974         8.3745160         53.623974             13035
        20         1.0000000              1300        -1.8594077        0.63058846        0.45431154         8.2417366         53.592885         8.2417366         53.592885             14054
        20         1.0000000              1400        -1.8607143        0.62951786        0.46583214         8.0708245         53.988814         8.0708245         53.988814             14829
        20         1.0000000              1500        -1.8616933        0.62713667        0.47436333         7.9548530         54.845514         7.9548530         54.845514             15689
        20         1.0000000              1600        -1.8624250        0.62884688        0.48562188         7.8398977         54.445287         7.8398977         54.445287             16579
        20         1.0000000              1700        -1.8633059        0.63213529        0.49733529         7.7292285         53.652741         7.7292285         53.652741             17356
        20         1.0000000              1800        -1.8642889        0.63541111        0.50810000         7.6209977         52.870621         7.6209977         52.870621             18098
        20         1.0000000              1900        -1.8648947        0.63718158        0.51657105         7.5357640         52.425049         7.5357640         52.425049             19011
        20         1.0000000              2000        -1.8655050        0.63944750        0.52486750         7.4578580         51.881863         7.4578580         51.881863             19825
        20         1.0000000              2100        -1.8657476        0.64551429        0.53639048         7.4186907         50.752951         7.4186907         50.752951             20789
        20         1.0000000              2200        -1.8663318        0.64728182        0.54311818         7.3288905         50.298763         7.3288905         50.298763             21507
        20         1.0000000              2300        -1.8669043        0.64883043        0.54919565         7.2665320         49.891114         7.2665320         49.891114             22243
        20         1.0000000              2400        -1.8669417        0.65212083        0.55663750         7.2333253         49.235676         7.2333253         49.235676             23228
        20         1.0000000              2500        -1.8672760        0.65420800        0.56254400         7.1888559         48.717613         7.1888559         48.717613             24073
        20         1.0000000              2600        -1.8677385        0.65586154        0.56772308         7.1397388         48.290457         7.1397388         48.290457             24840
        20         1.0000000              2700        -1.8679815        0.65889815        0.57402407         7.1080739         47.625348         7.1080739         47.625348             25738
        20         1.0000000              2800        -1.8698500        0.66710357        0.58526071         7.0672481         47.101180         7.0672481         47.101180             26455
        20         1.0000000              2900        -1.8742310        0.67855517        0.59953448         7.0393911         46.945820         7.0393911         46.945820             26484
        20         1.0000000              3000        -1.8783167        0.68924333        0.61285667         6.9990932         46.706151         6.9990932         46.706151             26516
        20         1.0000000              3100        -1.8821290        0.69923710        0.62531452         6.9485869         46.398074         6.9485869         46.398074             26556
        20         1.0000000              3200        -1.8857563        0.70862188        0.63700937         6.8949962         46.040278         6.8949962         46.040278             26576
        20         1.0000000              3300        -1.8891636        0.71743788        0.64799545         6.8350657         45.639983         6.8350657         45.639983             26596
        20         1.0000000              3400        -1.8923882        0.72573971        0.65833971         6.7715538         45.207396         6.7715538         45.207396             26622
        20         1.0000000              3500        -1.8953514        0.73354714        0.66807286         6.6983392         44.744816         6.6983392         44.744816             26660
        20         1.0000000              3600        -1.8981972        0.74093333        0.67727778         6.6260889         44.265713         6.6260889         44.265713             26695
        20         1.0000000              3700        -1.9008892        0.74792027        0.68598514         6.5518675         43.772343         6.5518675         43.772343             26724
        20         1.0000000              3800        -1.9034605        0.75454474        0.69423947         6.4776625         43.269938         6.4776625         43.269938             26740
        20         1.0000000              3900        -1.9058256        0.76080897        0.70205000         6.3975632         42.756987         6.3975632         42.756987             26784
        20         1.0000000              4000        -1.9081250        0.76677500        0.70948500         6.3205738         42.243350         6.3205738         42.243350             26810
        20         1.0000000              4100        -1.9102561        0.77243537        0.71654268         6.2399445         41.725718         6.2399445         41.725718             26854
        20         1.0000000              4200        -1.9123071        0.77783214        0.72327024         6.1610804         41.209946         6.1610804         41.209946             26885
        20         1.0000000              4300        -1.9142953        0.78298605        0.72969302         6.0845735         40.697852         6.0845735         40.697852             26918
        20         1.0000000              4400        -1.9162159        0.78791136        0.73582955         6.0099359         40.190164         6.0099359         40.190164             26938
        20         1.0000000              4500        -1.9179933        0.79260333        0.74167889         5.9326026         39.684545         5.9326026         39.684545             26970
