      Jacobi:               ARMADILLO:
         2.2308803785520470164         2.2308803785524440322
         4.1688716777879397668         4.1688716777881467124
         6.3853497257014053545         6.3853497257009808052
         9.2048104773018586400         9.2048104773011303337
         12.783467866436263094         12.783467866435509919
         17.147176682211039633         17.147176682210151455
         22.296927400112210194         22.296927400111261619
         28.231587729867190006         28.231587729866447489
         34.950095126717513949         34.950095126715545746
         42.451449430856690981         42.451449430854786726
         50.734605474543769787         50.734605474541666581
         59.798415890313059151         59.798415890310899101
         69.641606713667457029         69.641606713665595407
         80.262768553662240834         80.262768553659512349
         91.660354573778121789         91.660354573774810660
         103.83268127617435539         103.83268127617090215
         116.77793031242897825         116.77793031242448762
         130.49415055268528363         130.49415055268099195
         144.97926009805325975         144.97926009804771752
         160.23104812302761957         160.23104812302133837
         176.24717652286821590         176.24717652286156522
         193.02518137716296565         193.02518137715614444
         210.56247425373544502         210.56247425372799853
         228.85634337960141238         228.85634337959257323
         247.90395470400770250         247.90395470400039812
         267.70235287538719149         267.70235287537872182
         288.24846215058556709         288.24846215057550580
         309.53908725160630411         309.53908725159408277
         331.57091418225775215         331.57091418224706558
         354.34051101486835478         354.34051101485641766
         377.84432865522575185         377.84432865521216627
         402.07870159248273012         402.07870159246829189
         427.03984863941917638         427.03984863940172545
         452.72387366746949056         452.72387366745391546
         479.12676634017986999         479.12676634016213484
         506.24440284794087574         506.24440284792672173
         534.07254664655295073         534.07254664653203236
         562.60684920142421106         562.60684920140306531
         591.84285073925002507         591.84285073923183518
         621.77598100833301942         621.77598100830959993
         652.40156004870004836         652.40156004867776574
         683.71479897302060635         683.71479897299798267
         715.71080075892496097         715.71080075890176886
         748.38456105344653224         748.38456105342163482
         781.73096899004383431         781.73096899001097881
         815.74480801859363055         815.74480801856236667
         850.42075674877480651         850.42075674874740798
         885.75338980696915314         885.75338980694402835
         921.73717870698339993         921.73717870695588772
         958.36649273470607113         958.36649273467958210
         995.63559984686412463         995.63559984683365656
         1033.5386675838667543         1033.5386675838328756
         1072.0697639968921067         1072.0697639968559542
         1111.2228585891709827         1111.2228585891305102
         1150.9918232714692294         1150.9918232714269379
         1191.3704333317903092         1191.3704333317564306
         1232.3523684192682595         1232.3523684192216479
         1273.9312135420229879         1273.9312135419688730
         1316.1004600792241490         1316.1004600791814028
         1358.8535068070614216         1358.8535068070223133
         1402.1836609384963594         1402.1836609384486110
         1446.0841391768194626         1446.0841391767869482
         1490.5480687830038278         1490.5480687829631279
         1535.5684886563342388         1535.5684886562721658
         1581.1383504286052357         1581.1383504285577146
         1627.2505195717326387         1627.2505195716748858
         1673.8977765181471113         1673.8977765180945880
         1721.0728177945654807         1721.0728177945106836
         1768.7682571683569677         1768.7682571682948947
         1816.9766268067028250         1816.9766268066532575
         1865.6903784483715754         1865.6903784483217805
         1914.9018845877128570         1914.9018845876441901
         1964.6034396709162593         1964.6034396708548684
         2014.7872613044805803         2014.7872613044148693
         2065.4454914752677723         2065.4454914752122932
         2116.5701977825310678         2116.5701977824587630
         2168.1533746811792298         2168.1533746811019228
         2220.1869447366543682         2220.1869447365661472
         2272.6627598907257379         2272.6627598906493404
         2325.5726027384471308         2325.5726027383711880
         2378.9081878156712264         2378.9081878155925551
         2432.6611628972764265         2432.6611628972177641
         2486.8231103058456029         2486.8231103057692053
         2541.3855482302324162         2541.3855482301537450
         2596.3399320545040609         2596.3399320544094735
         2651.6776556963300209         2651.6776556962331597
         2707.3900529551983709         2707.3900529550955980
         2763.4683988698247958         2763.4683988697211134
         2819.9039110848302698         2819.9039110847384109
         2876.6877512263758945         2876.6877512262890377
         2933.8110262864720426         2933.8110262863724529
         2991.2647900158544871         2991.2647900157398908
         3049.0400443251910474         3049.0400443250941862
         3107.1277406944914219         3107.1277406943963797
         3165.5187815901549584         3165.5187815900603709
         3224.2040218898791863         3224.2040218898105195
         3283.1742703151107889         3283.1742703149861882
         3342.4202908701909109         3342.4202908700754051
         3401.9328042893489510         3401.9328042892429949
         3461.7024894897645027         3461.7024894896417209
         3521.7199850313754723         3521.7199850312745184
         3581.9758905832836717         3581.9758905831786251
         3642.4607683958188318         3642.4607683957124209
         3703.1651447788458427         3703.1651447787089637
         3764.0795115853893549         3764.0795115852665731
         3825.1943277010786915         3825.1943277009477242
         3886.5000205382843887         3886.5000205381611522
         3947.9869875356262128         3947.9869875354770556
         4009.6455976617626220         4009.6455976616557564
         4071.4661929242747647         4071.4661929241560756
         4133.4390898819510767         4133.4390898818801361
         4195.5545811620613676         4195.5545811619158485
         4257.8029369802006840         4257.8029369800624409
         4320.1744066649944216         4320.1744066648661828
         4382.6592201851144637         4382.6592201849689445
         4445.2475896796231609         4445.2475896794903747
         4507.9297109913959503         4507.9297109912340602
         4570.6957652026276264         4570.6957652024711933
         4633.5359201732217116         4633.5359201730470886
         4696.4403320807596174         4696.4403320805931799
         4759.3991469627389961         4759.3991469625825630
         4822.4025022601936143         4822.4025022600035300
         4885.4405283625537777         4885.4405283623973446
         4948.5033501541693113         4948.5033501540237921
         5011.5810885611008416         5011.5810885609189427
         5074.6638620987368995         5074.6638620985877424
         5137.7417884202623100         5137.7417884201004199
         5200.8049858644917549         5200.8049858643471453
         5263.8435750043481676         5263.8435750042099244
         5326.8476801946108026         5326.8476801944007093
         5389.8074311188975116         5389.8074311187365311
         5452.7129643367679819         5452.7129643365933589
         5515.5544248285177673         5515.5544248283140405
         5578.3219675395466766         5578.3219675393102079
