      Jacobi-1:               ARMADILLO-1:        Jacobi-2:               ARMADILLO-2:            Jacobi-3:               ARMADILLO-3:
        0.44154059888634372699       -0.44154059888877750240       -0.48133983900154420077        0.48133983900087301544        0.46807741241882938610        0.46807741241728700876
        0.61901923753828036467       -0.61901923753806875617       -0.30506842992384691771        0.30506842992390492686      -0.040245243780855449733      -0.040245243783813701433
        0.53199499389308679831       -0.53199499389063875654        0.23589902436751655768       -0.23589902436683565790       -0.47148914159134602819       -0.47148914159408528146
        0.33120267803460490263       -0.33120267803408248719        0.54521014058971450922       -0.54521014058960726167       -0.10035997545379653217       -0.10035997545685923504
        0.15855153247099629255       -0.15855153247313405473        0.48203563310569519373       -0.48203563310613156689        0.41157086748928262132        0.41157086748833665579
       0.060286690763762446066      -0.060286690766385958584        0.27473181328253032385       -0.27473181328382728639        0.50420509612992214787        0.50420509612906128094
       0.018614981293308012489      -0.018614981294968642456        0.11428910474633761918       -0.11428910474487488647        0.31993008057652261300        0.31993008057584010340
      0.0047481318242742660829     -0.0047481318249907589202       0.036765292376112437833      -0.036765292381571980374        0.13749428496867527327        0.13749428496884422146
      0.0010138288145361865848     -0.0010138288147554619205      0.0094571315483917318956     -0.0094571315377888157810       0.043889962794673741120       0.043889962795132138329
     0.00017878096439852094097    -0.00017878096446233900530      0.0019289937546321926122     -0.0019289937671514657738       0.010492826337643692755       0.010492826337894346420
