      Jacobi:               ARMADILLO:
        0.84073639133300781534        0.84073639133286226510
         2.1736155686820053390         2.1736155686818952049
         4.2369157628453217868         4.2369157628452231990
         7.0620570880514534906         7.0620570880512492096
         10.660722121544381480         10.660722121543917851
         15.037964795236669957         15.037964795235954085
         20.196092444725177728         20.196092444724037307
         26.136062403580911706         26.136062403580037738
         32.858067271208767579         32.858067271207183069
         40.361811113790032834         40.361811113788199634
         48.646652519626286448         48.646652519624694833
         57.711684398244912586         57.711684398242532268
         67.555781264325148072         67.555781264322405377
         78.177628697951774939         78.177628697949032244
         89.575742500287887538         89.575742500284817993
         101.74848161995389262         101.74848161995059570
         114.69405716875873225         114.69405716875472478
         128.41053890200311116         128.41053890199739840
         142.89586000891566187         142.89586000890918172
         158.14782074970980830         158.14782074970355552
         174.16409128918192550         174.16409128917618432
         190.94221396077884378         190.94221396077165309
         208.47960512092757313         208.47960512091881924
         226.77355670501088980         226.77355670500364226
         245.82123756394059910         245.82123756393141889
         265.61969463820105375         265.61969463819224302
         286.16585401104543962         286.16585401103463937
         307.45652187158060542         307.45652187156895252
         329.48838541093311960         329.48838541092095511
         352.25801366896882882         352.25801366895547062
         375.76185834502024363         375.76185834500637384
         399.99625458298777403         399.99625458297543901
         424.95742173891858329         424.95742173890556614
         450.64146413739138097         450.64146413737591956
         477.04437182176150145         477.04437182174717691
         504.16202130228253964         504.16202130226673717
         531.99017630525395361         531.99017630523633215
         560.52448852583995631         560.52448852581619576
         589.76049838657218061         589.76049838655546864
         619.69363580335584629         619.69363580333435948
         650.31922096011817302         650.31922096009168399
         681.63246509347459323         681.63246509345276536
         713.62847128820044418         713.62847128817270459
         746.30223528415001510         746.30223528412795986
         779.64864629549663277         779.64864629547207642
         813.66248784245021852         813.66248784242509373
         848.33843859614160010         848.33843859610919935
         883.67107323675975294         883.67107323672644270
         919.65486332536261216         919.65486332533339464
         956.28417818943898965         956.28417818940420148
         993.55328582235313206         993.55328582232289136
         1031.4563537969324898         1031.4563537969015670
         1069.9874501930328279         1069.9874501930028146
