      Jacobi-1:               ARMADILLO-1:        Jacobi-2:               ARMADILLO-2:            Jacobi-3:               ARMADILLO-3:
        0.31983792669805916065       -0.31983792668412724947       -0.36783901190407841675        0.36783901191410994791       -0.38864833808309257046       -0.38864833808400062187
        0.51513622233603550971       -0.51513622233378908444       -0.40629513213122903093        0.40629513213230072921       -0.23760634801050017906       -0.23760634801056801368
        0.54587786604650767597       -0.54587786606083921193       -0.10934919269299601952        0.10934919268318051000        0.22676558972189142516        0.22676558972269000858
        0.44996642218116766898       -0.44996642218708687855        0.26830603407271136351       -0.26830603407639624924        0.41192836280085692868        0.41192836280139222271
        0.30472909653019208953       -0.30472909651759050309        0.48076748232806659766       -0.48076748231970983793        0.14031540284718899136        0.14031540284597218693
        0.17404107675225771734       -0.17404107673999927308        0.47288101732951159928       -0.47288101732124593335       -0.26480843051561914203       -0.26480843051537261701
       0.085137123888117824388      -0.085137123891831867351        0.33921352761207690385       -0.33921352761430800804       -0.46889794387220568028       -0.46889794387389754915
       0.036025285087590522282      -0.036025285102952178673        0.19242462791765246877       -0.19242462792809578165       -0.42359845735092555019       -0.42359845734691758956
       0.013199860582237640805      -0.013199860597291494801       0.088660972077175673189      -0.088660972087785366869       -0.26410324987446176515       -0.26410324987739236535
      0.0039295463695763243120     -0.0039295463775248359525       0.031075741935707494601      -0.031075741941432418608       -0.11191383001407340103       -0.11191383001046087409
