      Jacobi-1:               ARMADILLO-1:        Jacobi-2:               ARMADILLO-2:            Jacobi-3:               ARMADILLO-3:
        0.12145413825185608081        0.12145413825185358281        0.23103740106438402924        0.23103740106432391066        0.32253091108478693094        0.32253091108483716853
        0.23278635221426480229        0.23278635221426208224        0.38811028170232869661        0.38811028170229078249        0.42155462465623982915        0.42155462465625309632
        0.32478187195261143394        0.32478187195261509768        0.42103922309571223392        0.42103922309568864168        0.22856494256925150022        0.22856494256934475895
        0.38990988788550162703        0.38990988788550090538        0.31943510855661738645        0.31943510855661350067       -0.12267497813959062081       -0.12267497813957968511
        0.42296911983555385284        0.42296911983555385284        0.11591583793498318189        0.11591583793504496580       -0.38903775828548131654       -0.38903775828545500426
        0.42150056080206366182        0.42150056080205910991       -0.12451490263098208278       -0.12451490263092260258       -0.38646977734871029719       -0.38646977734871490462
        0.38594077172190810465        0.38594077172191193492       -0.32538949406344425119       -0.32538949406344852555       -0.11703656813321315633       -0.11703656813328378039
        0.31950853422841046791        0.31950853422841113405       -0.42318260401580509722       -0.42318260401582807884        0.23310884891412986253        0.23310884891411468023
        0.22784528600364106765        0.22784528600364170603       -0.38734750848055016226       -0.38734750848058946415        0.42273367880671736119        0.42273367880663154095
        0.11845406424965719550        0.11845406424965378156       -0.22964959962258285620       -0.22964959962264094862        0.32175161770663324168        0.32175161770662541461
