      Jacobi:               ARMADILLO:
         17.438118217010192268         17.438118217009222377
         37.044422347815498142         37.044422347815029184
         56.800829374902733093         56.800829374901560698
         76.617079586067589503         76.617079586065059971
         96.461626692570391128         96.461626692567918440
         116.32005467208841765         116.32005467208468019
         136.18465812580194552         136.18465812579711383
         156.05086888296227698         156.05086888295656422
         175.91577088975745369         175.91577088975097354
         195.77739633922760731         195.77739633922192297
         215.63435841734082032         215.63435841733371490
         235.48564504192950153         235.48564504192205504
         255.33049606118964903         255.33049606118203201
         275.16832659028489161         275.16832659027528507
         294.99867723029416311         294.99867723028353339
         314.82118065175643551         314.82118065174631738
         334.63553851697923847         334.63553851696599395
         354.44150514569253119         354.44150514567871824
         374.23887570269471325         374.23887570267982028
         394.02747749511161146         394.02747749509597952
         413.80716349307454038         413.80716349306027269
         433.57780790888688216         433.57780790887363764
         453.33930774903194560         453.33930774901574523
         473.09162403822364240         473.09162403820835152
         492.83507793163840915         492.83507793161862764
         512.57197238039168496         512.57197238037406350
         532.31346021451099659         532.31346021448689498
         552.10067041095362583         552.10067041093270745
         572.04554690211000434         572.04554690208874490
         592.36079423545015743         592.36079423542446420
         613.31446404119503768         613.31446404117514248
         635.12280067971323660         635.12280067968652020
         657.89088381936733185         657.89088381934504923
         681.63560761403482502         681.63560761401345189
         706.33226177505537180         706.33226177503172494
         731.94460843707190634         731.94460843704314357
         758.43733227150971743         758.43733227148322840
         785.77956102739108246         785.77956102736845878
         813.94509236821147624         813.94509236817975761
         842.91169864879179841         842.91169864876496831
         872.66031880805257970         872.66031880801858733
         903.17436216910471103         903.17436216907788094
         934.43915840463716904         934.43915840460692834
         966.44153502612209650         966.44153502608617146
         999.16949470488327734         999.16949470485303664
         1032.6119679142711902         1032.6119679142357199
         1066.7586218191304397         1066.7586218190936052
         1101.5997112249870042         1101.5997112249513066
         1137.1259611876996587         1137.1259611876630515
         1173.3284736721618629         1173.3284736721122954
         1210.1986526611503905         1210.1986526611096906
         1247.7281435630493434         1247.7281435630166015
         1285.9087838108275719         1285.9087838108016513
         1324.7325623038259437         1324.7325623037763762
         1364.1915858990214474         1364.1915858989675598
         1404.2780515702338562         1404.2780515701974764
         1444.9842231599159277         1444.9842231598740909
         1486.3024118800262841         1486.3024118799751250
         1528.2249598948790208         1528.2249598948319544
         1570.7442264535886807         1570.7442264535500271
         1613.8525761446724118         1613.8525761446253455
         1657.5423689271269723         1657.5423689270662635
         1701.8059516566738694         1701.8059516566199818
         1746.6356508767146352         1746.6356508766566549
         1792.0237666839539088         1792.0237666839022950
         1837.9625675119036714         1837.9625675118436448
         1884.4442857010224088         1884.4442857009707950
         1931.4611137465246884         1931.4611137464605690
         1979.0052011314207903         1979.0052011313675848
         2027.0686516678379121         2027.0686516677712916
         2075.6435212802216483         2075.6435212801625312
