      Analytical-1:             Jacobi-1:               ARMADILLO-1:        Analytical-2:             Jacobi-2:               ARMADILLO-2:       Analytical-3:             Jacobi-3:               ARMADILLO-3:
       0.012515978598993244414      0.0011172309262409616231      0.0011172309262428943219       0.025029996496650958743      0.0022342868317139353944     -0.0022342868317191417332       0.037540093298792959198      0.0033509927230871289217      0.0033509927230802824018
       0.025029996496650958743      0.0022342868317129847659      0.0022342868317191881371       0.050044309225501633354      0.0044671736617954340559     -0.0044671736618093395993       0.075027264246183084095      0.0066972613658955642071      0.0066972613658811798801
       0.037540093298792959198      0.0033509927230733495794      0.0033509927230802936775       0.075027264246183084095      0.0066972613658596311451     -0.0066972613658810653883        0.11240866509834127052       0.010034088507943645513       0.010034088507921232886
       0.050044309225501633354      0.0044671736618041900727      0.0044671736618094089882       0.099963207267031256587      0.0089231525734466497074     -0.0089231525734740843592        0.14963159722140739749       0.013356770038951181270       0.013356770038926253294
       0.062540685418132943574      0.0055826547916248484005      0.0055826547916266186858        0.12483651345404855881       0.011143452543615350522      -0.011143452543648124653        0.18664358538367697982       0.016660621790499690470       0.016660621790474380854
       0.075027264246183084095      0.0066972613658821695398      0.0066972613658811764106        0.14963159722140739749       0.013356770038890875343      -0.013356770038926052066        0.22339245173284560941       0.019940986139551874351       0.019940986139528181498
       0.087502089613962816261      0.0078108187749268004341      0.0078108187749266018082        0.17433292199736083461       0.015561718197009749218      -0.015561718197041649048        0.25982638935402080360       0.023193238574564001980       0.023193238574543958985
       0.099963207267031256587      0.0089231525734706947095      0.0089231525734742526274        0.19892500995944109587       0.017756915399919467186      -0.017756915399946011924        0.29589403530480296034       0.026412794214918287883       0.026412794214902265977
        0.11240866509834127052       0.010034088507916601174       0.010034088507921267580        0.22339245173284560941       0.019940986139511066716      -0.019940986139527903942        0.33154454302447411429       0.029595114274479604466       0.029595114274468443255
        0.12483651345404855881       0.011143452543639086744       0.011143452543648339759        0.24771991604593437963       0.022112561879497921735      -0.022112561879505453905        0.36672765401521401074       0.032735712460176751015       0.032735712460170970917
        0.13724480543893619044       0.012251070892267495321       0.012251070892283369776        0.27189215933678723136       0.024270281912953051151      -0.024270281912949710074        0.40139376869429183037       0.035830161296574326857       0.035830161296577830998
        0.14963159722140739749       0.013356770038901918593       0.013356770038926281050        0.29589403530480296034       0.026412794214911942264      -0.026412794214901797601        0.43549401631734846463       0.038874098367543477583       0.038874098367553899802
        0.16199494833799785165       0.014460376769293618870       0.014460376769331314412        0.31971050440135428961       0.028538756289565092583      -0.028538756289550513967        0.46898032387419552602       0.041863232466185118508       0.041863232466201140414
        0.17433292199736083461       0.015561718196992761071       0.015561718197041888440        0.34332664325355199963       0.030646836011454910154      -0.030646836011438426811        0.50180548386000345396       0.044793349644389204856       0.044793349644410805632
        0.18664358538367697982       0.016660621790410327925       0.016660621790474425957        0.36672765401521401074       0.032735712460188047535      -0.032735712460170478255        0.53392322082633880687       0.047660319153474912934       0.047660319153499788869
        0.19892500995944109587       0.017756915399868605093       0.017756915399946272133        0.38989887363917902219       0.034804076748115288231      -0.034804076748100820637        0.56528825661823134396       0.050460099267528826794       0.050460099267556193792
