      Jacobi-1:               ARMADILLO-1:        Jacobi-2:               ARMADILLO-2:            Jacobi-3:               ARMADILLO-3:
        0.21158887126225406350       -0.21158887126075262564       -0.27184630947579829785        0.27184630947579596638        0.34111504270040959863        0.34111504270170300845
        0.37619339096183401772       -0.37619339096008885814       -0.39869703521267918500        0.39869703521268351487        0.36978346854315485848        0.36978346854449400949
        0.46558733712764555079       -0.46558733712720856701       -0.32171639766781240377        0.32171639766780985026       0.067929413662781990002       0.067929413665359969499
        0.47477769681536202695       -0.47477769681672832291      -0.089159599313579668278       0.089159599313581930358       -0.29276272469928166231       -0.29276272469713909841
        0.42056795960665527279       -0.42056795960871440343        0.18306027759836593360       -0.18306027759836321356       -0.41121180705050147663       -0.41121180704872883904
        0.33113788343338501630       -0.33113788343442229767        0.38295978443342865161       -0.38295978443343170472       -0.20988346737912128015       -0.20988346737714411172
        0.23412865571388918884       -0.23412865571311741730        0.45487158384316694892       -0.45487158384316445092        0.14188724286290840815        0.14188724286369877592
        0.14859948470675657384       -0.14859948470477613025        0.40747723741155367216       -0.40747723741155339461        0.40215931365065776815        0.40215931365135149100
       0.082688305820989016492      -0.082688305818990379126        0.28702254814171485053       -0.28702254814171768160        0.43646508447495452332        0.43646508447567589073
       0.035470488778579396805      -0.035470488777427963689        0.14209968962985478069       -0.14209968962985136676        0.26657869846636095268        0.26657869846618603704
