      Analytical-1:             Jacobi-1:               ARMADILLO-1:        Analytical-2:             Jacobi-2:               ARMADILLO-2:       Analytical-3:             Jacobi-3:               ARMADILLO-3:
       0.013035284979695731938      0.0011874819221273865983      0.0011874819221226341065       0.026068354927208846339     -0.0023747620603406347124     -0.0023747620603428243671       0.039096995186748001450      0.0035616386650500339237     -0.0035616386650462123278
       0.026068354927208846339      0.0023747620603531732937      0.0023747620603427376310       0.052118991855240451305     -0.0047479100551860078244     -0.0047479100551894321686       0.078134204827391917636      0.0071178310160911629351     -0.0071178310160829186617
       0.039096995186748001450      0.0035616386650601386879      0.0035616386650460917646       0.078134204827391917636     -0.0071178310160731348213     -0.0071178310160829438152        0.11705193479747032226       0.010663139067395530427      -0.010663139067384048292
       0.052118991855240451305      0.0047479100552008518532      0.0047479100551892656351        0.10409631196372400030     -0.0094829141678810548177     -0.0094829141678995712561        0.15579067367600882288       0.014192141477073207459      -0.014192141477055142049
       0.065132132158531474975      0.0059333746525775370867      0.0059333746525704212510        0.12998766747898612972      -0.011841552023628111601      -0.011841552023651521694        0.19429118374798162727       0.017699441837152111306      -0.017699441837130361344
       0.078134204827391917636      0.0071178310160861929523      0.0071178310160827130970        0.15579067367600882288      -0.014192141477026147880      -0.014192141477055214907        0.23249459158823310156       0.021179676925567905016      -0.021179676925541731508
       0.091123000473270071575      0.0083010778759434883378      0.0083010778759442811064        0.18148779290641162132      -0.016533084892085270212      -0.016533084892121761855        0.27034247808834177551       0.024627524907368029267      -0.024627524907341616367
        0.10409631196372400030      0.0094829141678958242534      0.0094829141678992572712        0.20706155949049773191      -0.018862791188987738933      -0.018862791189029778222        0.30777696778876184602       0.028037713472664760328      -0.028037713472637882522
        0.11705193479747032226       0.010663139067376800617       0.010663139067383760328        0.23249459158823310156      -0.021179676925494786421      -0.021179676925541863347        0.34474081737963840899       0.031405027898823156818      -0.031405027898797295560
        0.12998766747898612972       0.011841552023638882499       0.011841552023651176484        0.25776960301324192137      -0.023482167373178836761      -0.023482167373230066615        0.38117750323496540910       0.034724319024613273243      -0.034724319024588647109
