      Analytical-1:             Jacobi-1:               ARMADILLO-1:        Analytical-2:             Jacobi-2:               ARMADILLO-2:       Analytical-3:             Jacobi-3:               ARMADILLO-3:
       0.013599548961509940609      0.0012654165577041091330     -0.0012654165577226210177       0.027196582600977663863     -0.0025305990687021617108     -0.0025305990687006971705       0.040788586061585571652      0.0037953135294997919144      0.0037953135294784045087
       0.027196582600977663863      0.0025305990686650945733     -0.0025305990687008016876       0.054373045416879248193     -0.0050593260231711553732     -0.0050593260231683902239       0.081509283547063160480      0.0075843101341858815134      0.0075843101341432966542
       0.040788586061585571652      0.0037953135294204968370     -0.0037953135294785402508       0.081509283547063160480     -0.0075843101341486031733     -0.0075843101341432541534        0.12209431687415985002       0.011360683403141436792       0.011360683403079186241
       0.054373045416879248193      0.0050593260230934198121     -0.0050593260231686322179        0.10858522184874534744      -0.010103683441291533285      -0.010103683441287069841        0.16247613626020579458       0.015118147935748697461       0.015118147935667035353
       0.067947448135733987118      0.0063224027626229062013     -0.0063224027627171146965        0.13558082978840785282      -0.012615582135086950491      -0.012615582135083394308        0.20258753015208094683       0.018850449803114351088       0.018850449803013358957
       0.081509283547063160480      0.0075843101340259972548     -0.0075843101341436288537        0.16247613626020579458      -0.015118147935668697218      -0.015118147935666957291        0.24236173709321232050       0.022551376957114361438       0.022551376956997763734
       0.095056043304182658016      0.0088448147396113247637     -0.0088448147397498060041        0.18925124436041018683      -0.017609529467564111194      -0.017609529467562227284        0.28173255684142967104       0.026214769569746391303       0.026214769569613875777
        0.10858522184874534744       0.010103683441124597375      -0.010103683441287579850        0.21588634610695697780      -0.020087883629315989031      -0.020087883629314053080        0.32063446055273547852       0.029834530285542955330       0.029834530285395045868
        0.12209431687415985002       0.011360683402897425384      -0.011360683403079708392        0.24236173709321232050      -0.022551376956995671658      -0.022551376956997683937        0.35900269984759863862       0.033404634370019795075       0.033404634369861123389
        0.13558082978840785282       0.012615582134886499724      -0.012615582135084063911        0.26865783106511392786      -0.024998186980593230244      -0.024998186980598614826        0.39677341457824244486       0.036919139737260041334       0.036919139737094090747
        0.14904226617617441497       0.013868147535687087510      -0.013868147535894149308        0.29475517441090415272      -0.027426503572253731894      -0.027426503572259182395        0.43388373911755812040       0.040372196839924164025       0.040372196839753751729
        0.16247613626020579458       0.015118147935458388018      -0.015118147935667763937        0.32063446055273547852      -0.029834530285392662358      -0.029834530285394976479        0.47027190699273679897       0.043758058405240919664       0.043758058405072061681
        0.17587995536180925371       0.016365352138766140616      -0.016365352138975775009        0.34627654422950149282      -0.032220485683688723788      -0.032220485683689736867        0.50587735368946817882       0.047071089000786978107       0.047071089000621443854
        0.18925124436041018683       0.017609529467348918746      -0.017609529467563146687        0.37166245566032751757      -0.034582604658985445500      -0.034582604658985556523        0.54064081745559755543       0.050305774414098315683       0.050305774413935813727
        0.20258753015208094683       0.018850449802792015180      -0.018850449803014295708        0.39677341457824244486      -0.036919139737096311193      -0.036919139737093986664        0.57450443793646333024       0.053456730830531609677       0.053456730830373021257
        0.21588634610695697780       0.020087883629082946280      -0.020087883629315093914        0.42159084412364994376      -0.039228362370568502226      -0.039228362370561785377        0.60741185247774742706       0.056518713794097702463       0.056518713793943201051
        0.22914523252545548893       0.021321602075059887388      -0.021321602075303102558        0.44609638458732020494      -0.041508564217446246303      -0.041508564217434387733        0.63930828993555144368       0.059486626936338202198       0.059486626936188134740
        0.24236173709321232050       0.022551376956749847463      -0.022551376956998814977        0.47027190699273679897      -0.043758058405086654175      -0.043758058405071749430        0.67014066183755949258       0.062355530458724356402       0.062355530458583219300
        0.25553341533465306901       0.023776980819551297996      -0.023776980819809858531        0.49409952650774863203      -0.045975180778098576062      -0.045975180778081867206        0.69985765074356176552       0.065120649354474535730       0.065120649354345430670
        0.26865783106511392786       0.024998186980335214413      -0.024998186980599808316        0.51756161567560698966      -0.048158291129463813574      -0.048158291129447160228        0.72840979565826902142       0.067777381356073709839       0.067777381355959870346
        0.28173255684142967104       0.026214769569340705402      -0.026214769569615024164        0.54064081745559755543      -0.050305774413954104651      -0.050305774413935258615        0.75574957435425826890       0.070321304595297270956       0.070321304595200459508
