      Jacobi:               ARMADILLO:
         4.0573217237582834827         4.0573217237584797701
         7.9082994347983790462         7.9082994347987920492
         11.816988143943135015         11.816988143942833034
         15.760303752846617442         15.760303752846523295
         19.795285483156330741         19.795285483156046524
         24.157620335266795308         24.157620335266322797
         29.159271064084343550         29.159271064083380764
         34.955309891221752139         34.955309891220444740
         41.570990225998706080         41.570990225997526579
         48.998150044340178511         48.998150044339013220
         57.226874601292507805         57.226874601290930400
         66.249778216422583910         66.249778216420125432
         76.061507756121827128         76.061507756119638657
         86.657972843226673376         86.657972843224015946
         98.035824398342171548         98.035824398338988317
         110.19213630690938999         110.19213630690471462
         123.12421252773131641         123.12421252772763580
         136.82946824455291335         136.82946824454936063
         151.30535496116209515         151.30535496115572869
         166.54931219870033487         166.54931219869359893
         182.55873568105320714         182.55873568104740912
         199.33095598407581406         199.33095598406822546
         216.86322397655430905         216.86322397654581096
         235.15270076286864764         235.15270076286168432
         254.19645066796573474         254.19645066795513344
         273.99143631571632795         273.99143631570694879
         294.53451517221105860         294.53451517220048572
         315.82243713034375787         315.82243713033290078
         337.85184284586097192         337.85184284584852321
         360.61926262344178440         360.61926262343143890
         384.12111571111347530         384.12111571110165187
         408.35370990187971074         408.35370990186925155
         433.31324136981334050         433.31324136979787909
         458.99579468737636034         458.99579468736402532
         485.39734298502821730         485.39734298501304011
         512.51374822386810592         512.51374822385128027
         540.34076155969228239         540.34076155967193245
         568.87402378185572616         568.87402378183719520
         598.10906581445476604         598.10906581443634877
         628.04130927009487095         628.04130927007304308
         658.66606704881826317         658.66606704879382050
         689.97854397635455825         689.97854397633773260
         721.97383747714275160         721.97383747711864999
         754.64693827834651074         754.64693827832138595
         787.99273114226014059         787.99273114222978620
         822.00599562448337565         822.00599562445790980
         856.68140685625030528         856.68140685622540786
         892.01353634917018098         892.01353634914119084
         927.99685282126529273         927.99685282124346486
         964.62572304329091821         964.62572304325806272
         1001.8944127042333321         1001.8944127042003629
         1039.7970872956307176         1039.7970872955959294
         1078.3278130137148310         1078.3278130136845903
         1117.4805576790990926         1117.4805576790668056
         1157.2491916733772541         1157.2491916733376911
         1197.6274888923037452         1197.6274888922653190
         1238.6091277152063412         1238.6091277151710983
         1280.1876919901965266         1280.1876919901590099
         1322.3566720349381285         1322.3566720348935633
         1365.1094656526918243         1365.1094656526506697
         1408.4393791634051922         1408.4393791633619912
         1452.3396284494738211         1452.3396284494281190
         1496.8033400160879864         1496.8033400160438759
         1541.8235520658604401         1541.8235520658181485
         1587.3932155875168064         1587.3932155874740602
         1633.5051954584689611         1633.5051954584100713
         1680.1522715609878560         1680.1522715609191891
         1727.3271399119196303         1727.3271399118580121
         1775.0224138056310039         1775.0224138055723415
         1823.2306249699186083         1823.2306249698708598
         1871.9442247349038553         1871.9442247348556521
         1921.1555852144749679         1921.1555852144126675
         1970.8570005002366088         1970.8570005001588470
         2021.0406878677272289         2021.0406878676585620
         2071.6987889947763506         2071.6987889947067742
         2122.8233711915590902         2122.8233711914831474
         2174.4064286424613783         2174.4064286423813428
         2226.4398836593882152         2226.4398836593090891
         2278.9155879463301062         2278.9155879462705343
         2331.8253238750940000         2331.8253238750135097
         2385.1608057716416624         2385.1608057715607174
         2438.9136812134806860         2438.9136812134006504
         2493.0755323372322891         2493.0755323371517989
         2547.6378771565573516         2547.6378771564841372
         2602.5921708901728380         2602.5921708900923477
         2657.9298072995893563         2657.9298072995179609
         2713.6421200366953599         2713.6421200366075936
         2769.7203840004908670         2769.7203840003876394
         2826.1558167032635538         2826.1558167031689663
         2882.9395796457179131         2882.9395796456306016
         2940.0627797008355628         2940.0627797007055051
         2997.5164705061370114         2997.5164705060246888
         3055.2916538648141795         3055.2916538647150446
         3113.3792811544344659         3113.3792811543312382
         3171.7702547437961584         3171.7702547436988425
         3230.4554294175304676         3230.4554294174454299
         3289.4256138081063909         3289.4256138080090750
         3348.6715718350233146         3348.6715718348800692
         3408.1840241509789848         3408.1840241508780309
         3467.9536495953111626         3467.9536495952088444
         3527.9710866532068394         3527.9710866531008833
         3588.2269349218768184         3588.2269349217749550
         3648.7117565826251848         3648.7117565825278689
         3709.4160778788332209         3709.4160778786995252
         3770.3303905994130218         3770.3303905992806904
         3831.4451535680673260         3831.4451535679513654
         3892.7507941374383336         3892.7507941372955429
         3954.2377096880782119         3954.2377096879777127
         4015.8962691327442371         4015.8962691326223649
         4077.7168144242955350         4077.7168144241904884
         4139.6896620687457471         4139.6896620685947710
         4201.8051046414566372         4201.8051046413293079
         4264.0534123079751225         4264.0534123078668927
         4326.4248343477238450         4326.4248343475937872
         4388.9096006811705593         4388.9096006810432300
         4451.4979234003221791         4451.4979234001857549
         4514.1799983016935585         4514.1799983015280304
         4576.9460064219756532         4576.9460064218037587
         4639.7861155761320333         4639.7861155759919711
         4702.6904818975763192         4702.6904818974317095
         4765.6492513799457811         4765.6492513797984429
         4828.6525614208421757         4828.6525614206830141
         4891.6905423667185460         4891.6905423665502894
         4954.7533190589938386         4954.7533190588210346
         5017.8310123809951619         5017.8310123808496428
         5080.9137408056631102         5080.9137408055266860
         5143.9916219434762752         5143.9916219433052902
