      Jacobi:               ARMADILLO:
         10.132753721837907790         10.132753721838222205
         39.505725594161980041         39.505725594162363734
         87.673295597031142279         87.673295597031412285
         153.58758541120960217         153.58758541120943164
         235.77948265214530466         235.77948265214544676
         332.41376727349512521         332.41376727349387465
         441.33206942925556859         441.33206942925477279
         560.10145250958646557         560.10145250958669294
         686.06886071786573211         686.06886071786561843
         816.42041745517167328         816.42041745517201434
         948.24429526045878447         948.24429526045707917
         1078.5957655784202416         1078.5957655784184226
         1204.5629788990145244         1204.5629788990102043
         1323.3320057372930023         1323.3320057372907286
         1432.2496815862657513         1432.2496815862630228
         1528.8828386447491994         1528.8828386447453340
         1611.0725542568600304         1611.0725542568529818
         1676.9820000845668346         1676.9820000845663799
         1725.1355543498618772         1725.1355543498607403
         1754.4325841750189738         1754.4325841750178370
